topology,scenario,k,delay,method,mean_mlu,p95_mlu,peak_mlu,overload_0p7,overload_0p9,mean_disturb,mean_decision_ms,delta_mean_pct,delta_p95_pct,delta_peak_pct,delta_overload_0p7,delta_overload_0p9,delta_disturb_pct,n_steps
tiscali,normal,40,2,reactive,760.410391,949.075484,981.433241,34,10,0.023774,55.32,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,normal,40,2,predictive,766.080006,949.075484,981.433241,36,11,0.010812,67.31,+0.746,+0.000,+0.000,2,1,-54.519,51
tiscali,normal,40,2,oracle,766.080006,949.075484,981.433241,36,11,0.010918,68.68,+0.746,+0.000,+0.000,2,1,-54.076,51
tiscali,spike_2x,5,0,reactive,775.994354,979.150770,998.866395,33,11,0.002691,53.42,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,spike_2x,5,0,predictive,769.602605,974.305097,998.866395,33,9,0.001145,66.59,-0.824,-0.495,+0.000,0,-2,-57.461,51
tiscali,spike_2x,5,0,oracle,769.602605,974.305097,998.866395,33,9,0.001147,65.48,-0.824,-0.495,+0.000,0,-2,-57.388,51
tiscali,spike_2x,5,1,reactive,774.422208,977.259011,982.389477,35,12,0.002691,46.89,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,spike_2x,5,1,predictive,767.487232,962.766113,982.065642,35,11,0.001358,58.44,-0.896,-1.483,-0.033,0,-1,-49.531,51
tiscali,spike_2x,5,1,oracle,767.487232,962.766113,982.065642,35,11,0.001506,58.36,-0.896,-1.483,-0.033,0,-1,-44.026,51
tiscali,spike_2x,5,2,reactive,773.267380,963.678376,981.433241,36,12,0.002691,44.40,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,spike_2x,5,2,predictive,766.080006,949.075484,981.433241,36,11,0.001291,55.60,-0.929,-1.515,+0.000,0,-1,-52.030,51
tiscali,spike_2x,5,2,oracle,766.080006,949.075484,981.433241,36,11,0.001393,54.64,-0.929,-1.515,+0.000,0,-1,-48.213,51
tiscali,spike_2x,10,0,reactive,769.559547,974.305097,998.866395,33,9,0.006888,53.39,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,spike_2x,10,0,predictive,769.602605,974.305097,998.866395,33,9,0.002225,64.82,+0.006,+0.000,+0.000,0,0,-67.701,51
tiscali,spike_2x,10,0,oracle,769.602605,974.305097,998.866395,33,9,0.002144,64.28,+0.006,+0.000,+0.000,0,0,-68.868,51
tiscali,spike_2x,10,1,reactive,767.801907,962.766113,982.065642,35,11,0.006888,56.82,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,spike_2x,10,1,predictive,767.487232,962.766113,982.065642,35,11,0.002107,69.33,-0.041,+0.000,+0.000,0,0,-69.405,51
tiscali,spike_2x,10,1,oracle,767.487232,962.766113,982.065642,35,11,0.001832,67.52,-0.041,+0.000,+0.000,0,0,-73.409,51
tiscali,spike_2x,10,2,reactive,766.607524,956.411020,981.433241,36,11,0.006888,52.96,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,spike_2x,10,2,predictive,766.080006,949.075484,981.433241,36,11,0.002089,65.28,-0.069,-0.767,+0.000,0,0,-69.676,51
tiscali,spike_2x,10,2,oracle,766.080006,949.075484,981.433241,36,11,0.001921,62.61,-0.069,-0.767,+0.000,0,0,-72.112,51
tiscali,spike_2x,20,0,reactive,767.939953,974.305097,998.866395,31,9,0.013570,77.94,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,spike_2x,20,0,predictive,769.602605,974.305097,998.866395,33,9,0.005930,94.27,+0.217,+0.000,+0.000,2,0,-56.299,51
tiscali,spike_2x,20,0,oracle,769.602605,974.305097,998.866395,33,9,0.005846,113.52,+0.217,+0.000,+0.000,2,0,-56.920,51
tiscali,spike_2x,20,1,reactive,766.889594,962.766113,982.065642,35,11,0.013570,79.26,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,spike_2x,20,1,predictive,767.487232,962.766113,982.065642,35,11,0.005956,94.87,+0.078,+0.000,+0.000,0,0,-56.106,51
tiscali,spike_2x,20,1,oracle,767.487232,962.766113,982.065642,35,11,0.005917,94.58,+0.078,+0.000,+0.000,0,0,-56.400,51
tiscali,spike_2x,20,2,reactive,765.451357,949.075484,981.433241,37,11,0.013570,72.28,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,spike_2x,20,2,predictive,766.080006,949.075484,981.433241,36,11,0.005867,88.94,+0.082,+0.000,+0.000,-1,0,-56.762,51
tiscali,spike_2x,20,2,oracle,766.080006,949.075484,981.433241,36,11,0.005826,87.61,+0.082,+0.000,+0.000,-1,0,-57.068,51
tiscali,spike_2x,40,0,reactive,762.120490,974.305097,998.866395,30,9,0.023942,52.31,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,spike_2x,40,0,predictive,769.559547,974.305097,998.866395,33,9,0.010306,61.83,+0.976,+0.000,+0.000,3,0,-56.956,51
tiscali,spike_2x,40,0,oracle,769.559547,974.305097,998.866395,33,9,0.010404,62.41,+0.976,+0.000,+0.000,3,0,-56.545,51
tiscali,spike_2x,40,1,reactive,762.476926,962.766113,982.065642,33,12,0.023942,44.56,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,spike_2x,40,1,predictive,767.444174,962.766113,982.065642,35,11,0.010343,56.08,+0.651,+0.000,+0.000,2,-1,-56.799,51
tiscali,spike_2x,40,1,oracle,767.444174,962.766113,982.065642,35,11,0.009798,54.94,+0.651,+0.000,+0.000,2,-1,-59.075,51
tiscali,spike_2x,40,2,reactive,762.743076,962.766113,1008.127182,30,7,0.023942,84.41,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,spike_2x,40,2,predictive,766.080006,949.075484,981.433241,36,11,0.010764,100.78,+0.437,-1.422,-2.648,6,4,-55.043,51
tiscali,spike_2x,40,2,oracle,766.080006,949.075484,981.433241,36,11,0.010591,103.06,+0.437,-1.422,-2.648,6,4,-55.766,51
tiscali,ramp_up,5,0,reactive,775.196150,975.903889,998.866395,35,9,0.004664,96.58,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,ramp_up,5,0,predictive,769.602605,974.305097,998.866395,33,9,0.002507,112.83,-0.722,-0.164,+0.000,-2,0,-46.245,51
tiscali,ramp_up,5,0,oracle,769.602605,974.305097,998.866395,33,9,0.002430,117.55,-0.722,-0.164,+0.000,-2,0,-47.898,51
tiscali,ramp_up,5,1,reactive,774.211489,977.259011,982.389477,36,10,0.004664,58.49,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,ramp_up,5,1,predictive,767.487232,962.766113,982.065642,35,11,0.002647,70.15,-0.869,-1.483,-0.033,-1,1,-43.249,51
tiscali,ramp_up,5,1,oracle,767.487232,962.766113,982.065642,35,11,0.002801,74.19,-0.869,-1.483,-0.033,-1,1,-39.951,51
tiscali,ramp_up,5,2,reactive,772.587375,963.678376,981.433241,37,11,0.004664,40.86,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,ramp_up,5,2,predictive,766.080006,949.075484,981.433241,36,11,0.002664,51.31,-0.842,-1.515,+0.000,-1,0,-42.894,51
tiscali,ramp_up,5,2,oracle,766.080006,949.075484,981.433241,36,11,0.002789,51.04,-0.842,-1.515,+0.000,-1,0,-40.214,51
tiscali,ramp_up,10,0,reactive,770.466494,974.305097,998.866395,33,9,0.007002,41.98,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,ramp_up,10,0,predictive,769.602605,974.305097,998.866395,33,9,0.002986,52.19,-0.112,+0.000,+0.000,0,0,-57.358,51
tiscali,ramp_up,10,0,oracle,769.602605,974.305097,998.866395,33,9,0.003163,52.26,-0.112,+0.000,+0.000,0,0,-54.825,51
tiscali,ramp_up,10,1,reactive,769.619551,962.766113,982.065642,36,11,0.007002,47.35,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,ramp_up,10,1,predictive,767.487232,962.766113,982.065642,35,11,0.003309,57.66,-0.277,+0.000,+0.000,-1,0,-52.735,51
tiscali,ramp_up,10,1,oracle,767.487232,962.766113,982.065642,35,11,0.003130,55.64,-0.277,+0.000,+0.000,-1,0,-55.305,51
tiscali,ramp_up,10,2,reactive,767.244937,953.576867,981.433241,36,11,0.007002,39.12,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,ramp_up,10,2,predictive,766.080006,949.075484,981.433241,36,11,0.003559,49.33,-0.152,-0.472,+0.000,0,0,-49.173,51
tiscali,ramp_up,10,2,oracle,766.080006,949.075484,981.433241,36,11,0.003519,48.73,-0.152,-0.472,+0.000,0,0,-49.740,51
tiscali,ramp_up,20,0,reactive,769.163541,974.305097,998.866395,33,9,0.011986,42.95,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,ramp_up,20,0,predictive,769.602605,974.305097,998.866395,33,9,0.006876,52.55,+0.057,+0.000,+0.000,0,0,-42.636,51
tiscali,ramp_up,20,0,oracle,769.602605,974.305097,998.866395,33,9,0.007218,53.00,+0.057,+0.000,+0.000,0,0,-39.776,51
tiscali,ramp_up,20,1,reactive,769.201985,962.766113,982.065642,36,11,0.011986,49.15,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,ramp_up,20,1,predictive,767.487232,962.766113,982.065642,35,11,0.007338,60.97,-0.223,+0.000,+0.000,-1,0,-38.774,51
tiscali,ramp_up,20,1,oracle,767.487232,962.766113,982.065642,35,11,0.007016,60.76,-0.223,+0.000,+0.000,-1,0,-41.465,51
tiscali,ramp_up,20,2,reactive,767.986083,949.075484,981.433241,37,11,0.011986,44.61,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,ramp_up,20,2,predictive,766.080006,949.075484,981.433241,36,11,0.007721,55.77,-0.248,+0.000,+0.000,-1,0,-35.581,51
tiscali,ramp_up,20,2,oracle,766.080006,949.075484,981.433241,36,11,0.007463,55.14,-0.248,+0.000,+0.000,-1,0,-37.732,51
tiscali,ramp_up,40,0,reactive,762.801802,974.305097,998.866395,30,9,0.024490,43.56,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,ramp_up,40,0,predictive,769.559547,974.305097,998.866395,33,9,0.011954,54.44,+0.886,+0.000,+0.000,3,0,-51.190,51
tiscali,ramp_up,40,0,oracle,769.559547,974.305097,998.866395,33,9,0.012160,53.76,+0.886,+0.000,+0.000,3,0,-50.349,51
tiscali,ramp_up,40,1,reactive,763.748393,962.766113,982.065642,34,11,0.024490,51.28,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,ramp_up,40,1,predictive,767.444174,962.766113,982.065642,35,11,0.011456,61.04,+0.484,+0.000,+0.000,1,0,-53.224,51
tiscali,ramp_up,40,1,oracle,767.444174,962.766113,982.065642,35,11,0.011519,60.21,+0.484,+0.000,+0.000,1,0,-52.966,51
tiscali,ramp_up,40,2,reactive,762.757645,949.075484,981.433241,36,11,0.024490,42.52,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,ramp_up,40,2,predictive,766.080006,949.075484,981.433241,36,11,0.011649,53.08,+0.436,+0.000,+0.000,0,0,-52.435,51
tiscali,ramp_up,40,2,oracle,766.080006,949.075484,981.433241,36,11,0.012072,52.07,+0.436,+0.000,+0.000,0,0,-50.708,51
tiscali,flash_crowd,5,0,reactive,772.276853,975.903889,998.866395,33,9,0.002512,39.64,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,flash_crowd,5,0,predictive,769.602605,974.305097,998.866395,33,9,0.001271,48.99,-0.346,-0.164,+0.000,0,0,-49.387,51
tiscali,flash_crowd,5,0,oracle,769.602605,974.305097,998.866395,33,9,0.001273,49.07,-0.346,-0.164,+0.000,0,0,-49.309,51
tiscali,flash_crowd,5,1,reactive,771.325755,977.259011,982.389477,35,10,0.002512,43.72,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,flash_crowd,5,1,predictive,767.487232,962.766113,982.065642,35,11,0.001425,54.28,-0.498,-1.483,-0.033,0,1,-43.281,51
tiscali,flash_crowd,5,1,oracle,767.487232,962.766113,982.065642,35,11,0.001507,54.60,-0.498,-1.483,-0.033,0,1,-39.982,51
tiscali,flash_crowd,5,2,reactive,770.343558,963.678376,981.433241,36,11,0.002512,37.85,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,flash_crowd,5,2,predictive,766.080006,949.075484,981.433241,36,11,0.001301,47.53,-0.553,-1.515,+0.000,0,0,-48.185,51
tiscali,flash_crowd,5,2,oracle,766.080006,949.075484,981.433241,36,11,0.001404,46.92,-0.553,-1.515,+0.000,0,0,-44.095,51
tiscali,flash_crowd,10,0,reactive,769.559547,974.305097,998.866395,33,9,0.007098,38.07,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,flash_crowd,10,0,predictive,769.602605,974.305097,998.866395,33,9,0.002330,47.42,+0.006,+0.000,+0.000,0,0,-67.179,51
tiscali,flash_crowd,10,0,oracle,769.602605,974.305097,998.866395,33,9,0.002258,47.17,+0.006,+0.000,+0.000,0,0,-68.188,51
tiscali,flash_crowd,10,1,reactive,767.897167,962.766113,982.065642,35,11,0.007098,39.71,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,flash_crowd,10,1,predictive,767.487232,962.766113,982.065642,35,11,0.002225,50.09,-0.053,+0.000,+0.000,0,0,-68.652,51
tiscali,flash_crowd,10,1,oracle,767.487232,962.766113,982.065642,35,11,0.002002,51.05,-0.053,+0.000,+0.000,0,0,-71.794,51
tiscali,flash_crowd,10,2,reactive,766.538747,953.576867,981.433241,36,11,0.007098,38.43,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,flash_crowd,10,2,predictive,766.080006,949.075484,981.433241,36,11,0.002245,47.99,-0.060,-0.472,+0.000,0,0,-68.369,51
tiscali,flash_crowd,10,2,oracle,766.080006,949.075484,981.433241,36,11,0.002062,47.50,-0.060,-0.472,+0.000,0,0,-70.951,51
tiscali,flash_crowd,20,0,reactive,767.939953,974.305097,998.866395,31,9,0.013951,40.06,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,flash_crowd,20,0,predictive,769.602605,974.305097,998.866395,33,9,0.005892,49.54,+0.217,+0.000,+0.000,2,0,-57.767,51
tiscali,flash_crowd,20,0,oracle,769.602605,974.305097,998.866395,33,9,0.005885,49.67,+0.217,+0.000,+0.000,2,0,-57.817,51
tiscali,flash_crowd,20,1,reactive,766.773193,962.766113,982.065642,35,11,0.013951,41.11,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,flash_crowd,20,1,predictive,767.487232,962.766113,982.065642,35,11,0.005988,51.09,+0.093,+0.000,+0.000,0,0,-57.079,51
tiscali,flash_crowd,20,1,oracle,767.487232,962.766113,982.065642,35,11,0.006077,51.44,+0.093,+0.000,+0.000,0,0,-56.440,51
tiscali,flash_crowd,20,2,reactive,765.238824,949.075484,981.433241,37,11,0.013951,40.39,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,flash_crowd,20,2,predictive,766.080006,949.075484,981.433241,36,11,0.006089,50.41,+0.110,+0.000,+0.000,-1,0,-56.355,51
tiscali,flash_crowd,20,2,oracle,766.080006,949.075484,981.433241,36,11,0.006011,50.05,+0.110,+0.000,+0.000,-1,0,-56.912,51
tiscali,flash_crowd,40,0,reactive,762.120490,974.305097,998.866395,30,9,0.023860,42.14,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,flash_crowd,40,0,predictive,769.559547,974.305097,998.866395,33,9,0.010405,51.31,+0.976,+0.000,+0.000,3,0,-56.391,51
tiscali,flash_crowd,40,0,oracle,769.559547,974.305097,998.866395,33,9,0.010722,51.61,+0.976,+0.000,+0.000,3,0,-55.063,51
tiscali,flash_crowd,40,1,reactive,761.877916,962.766113,982.065642,33,11,0.023860,42.73,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,flash_crowd,40,1,predictive,767.444174,962.766113,982.065642,35,11,0.010500,54.31,+0.731,+0.000,+0.000,2,0,-55.991,51
tiscali,flash_crowd,40,1,oracle,767.444174,962.766113,982.065642,35,11,0.010260,52.64,+0.731,+0.000,+0.000,2,0,-56.999,51
tiscali,flash_crowd,40,2,reactive,760.202515,949.075484,981.433241,34,10,0.023860,40.06,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,flash_crowd,40,2,predictive,766.080006,949.075484,981.433241,36,11,0.010669,50.22,+0.773,+0.000,+0.000,2,1,-55.283,51
tiscali,flash_crowd,40,2,oracle,766.080006,949.075484,981.433241,36,11,0.010849,48.91,+0.773,+0.000,+0.000,2,1,-54.532,51
germany50,normal,5,0,reactive,20.568217,31.436205,42.736988,4,1,0.048646,32.96,+0.000,+0.000,+0.000,0,0,+0.000,44
germany50,normal,5,0,predictive,19.845734,32.755451,44.713974,3,1,0.046251,38.39,-3.513,+4.197,+4.626,-1,0,-4.924,44
germany50,normal,5,0,oracle,19.845734,32.755451,44.713974,3,1,0.046251,38.20,-3.513,+4.197,+4.626,-1,0,-4.924,44
germany50,normal,5,1,reactive,21.262507,34.087581,45.451164,3,1,0.044155,32.55,+0.000,+0.000,+0.000,0,0,+0.000,43
germany50,normal,5,1,predictive,19.902464,32.886761,44.713974,3,1,0.046537,37.99,-6.396,-3.523,-1.622,0,0,+5.396,43
germany50,normal,5,1,oracle,19.916462,32.886761,44.713974,3,1,0.046807,38.00,-6.331,-3.523,-1.622,0,0,+6.008,43
germany50,normal,5,2,reactive,21.325553,34.238548,45.451164,3,1,0.045216,32.27,+0.000,+0.000,+0.000,0,0,+0.000,42
germany50,normal,5,2,predictive,19.952531,33.018071,44.713974,3,1,0.043119,37.88,-6.438,-3.565,-1.622,0,0,-4.637,42
germany50,normal,5,2,oracle,19.997257,33.018071,44.713974,3,1,0.047654,37.52,-6.229,-3.565,-1.622,0,0,+5.393,42
germany50,normal,10,0,reactive,19.486965,31.093855,42.736988,3,1,0.073535,32.45,+0.000,+0.000,+0.000,0,0,+0.000,44
germany50,normal,10,0,predictive,19.573421,32.755451,44.713974,3,1,0.052315,37.74,+0.444,+5.344,+4.626,0,0,-28.857,44
germany50,normal,10,0,oracle,19.577031,32.755451,44.713974,3,1,0.052965,37.68,+0.462,+5.344,+4.626,0,0,-27.973,44
germany50,normal,10,1,reactive,20.296396,32.690617,42.736988,3,1,0.069391,32.56,+0.000,+0.000,+0.000,0,0,+0.000,43
germany50,normal,10,1,predictive,19.638254,32.886761,44.713974,3,1,0.059995,38.22,-3.243,+0.600,+4.626,0,0,-13.542,43
germany50,normal,10,1,oracle,19.636634,32.886761,44.713974,3,1,0.054930,37.88,-3.251,+0.600,+4.626,0,0,-20.841,43
germany50,normal,10,2,reactive,20.508562,32.589450,42.736988,3,1,0.069054,35.92,+0.000,+0.000,+0.000,0,0,+0.000,42
germany50,normal,10,2,predictive,19.696389,33.018071,44.713974,3,1,0.066462,41.43,-3.960,+1.315,+4.626,0,0,-3.753,42
germany50,normal,10,2,oracle,19.693045,33.018071,44.713974,3,1,0.060105,39.69,-3.976,+1.315,+4.626,0,0,-12.959,42
germany50,normal,20,0,reactive,19.287663,30.647873,42.736988,3,1,0.123738,34.19,+0.000,+0.000,+0.000,0,0,+0.000,44
germany50,normal,20,0,predictive,19.249291,32.755451,44.539281,3,1,0.072584,39.72,-0.199,+6.877,+4.217,0,0,-41.341,44
germany50,normal,20,0,oracle,19.249291,32.755451,44.539281,3,1,0.075688,39.87,-0.199,+6.877,+4.217,0,0,-38.832,44
germany50,normal,20,1,reactive,20.396818,33.270279,42.736988,3,1,0.118612,37.01,+0.000,+0.000,+0.000,0,0,+0.000,43
germany50,normal,20,1,predictive,19.319117,32.886761,44.713974,3,1,0.075432,44.52,-5.284,-1.153,+4.626,0,0,-36.404,43
germany50,normal,20,1,oracle,19.319679,32.886761,44.543505,3,1,0.075601,41.46,-5.281,-1.153,+4.227,0,0,-36.262,43
germany50,normal,20,2,reactive,20.842836,32.607919,42.736988,4,1,0.118248,37.01,+0.000,+0.000,+0.000,0,0,+0.000,42
germany50,normal,20,2,predictive,19.380807,33.018071,44.713974,3,1,0.077377,43.70,-7.015,+1.258,+4.626,-1,0,-34.564,42
germany50,normal,20,2,oracle,19.372253,33.018071,44.689010,3,1,0.084669,44.03,-7.056,+1.258,+4.568,-1,0,-28.397,42
germany50,normal,40,0,reactive,18.935778,30.647873,42.736988,3,1,0.176713,33.84,+0.000,+0.000,+0.000,0,0,+0.000,44
germany50,normal,40,0,predictive,19.047357,32.501448,44.343803,3,1,0.138691,39.27,+0.589,+6.048,+3.760,0,0,-21.516,44
germany50,normal,40,0,oracle,19.050149,32.485080,44.343803,3,1,0.140288,39.26,+0.604,+5.995,+3.760,0,0,-20.612,44
germany50,normal,40,1,reactive,19.946608,33.893365,42.736988,3,1,0.174491,33.81,+0.000,+0.000,+0.000,0,0,+0.000,43
germany50,normal,40,1,predictive,19.078689,32.735906,44.441390,3,1,0.142696,39.48,-4.351,-3.415,+3.988,0,0,-18.222,43
germany50,normal,40,1,oracle,19.125923,32.640734,44.343803,3,1,0.139542,39.17,-4.114,-3.696,+3.760,0,0,-20.029,43
germany50,normal,40,2,reactive,20.461813,32.896350,42.736988,4,1,0.177376,35.47,+0.000,+0.000,+0.000,0,0,+0.000,42
germany50,normal,40,2,predictive,19.133357,32.461622,44.567960,3,1,0.136405,41.69,-6.492,-1.322,+4.284,-1,0,-23.098,42
germany50,normal,40,2,oracle,19.177691,32.759611,44.343803,3,1,0.138972,42.32,-6.276,-0.416,+3.760,-1,0,-21.651,42
germany50,spike_2x,5,0,reactive,21.633864,31.436205,42.736988,4,1,0.050964,33.55,+0.000,+0.000,+0.000,0,0,+0.000,44
germany50,spike_2x,5,0,predictive,20.970292,32.755451,44.713974,3,1,0.042361,39.07,-3.067,+4.197,+4.626,-1,0,-16.882,44
germany50,spike_2x,5,0,oracle,20.970292,32.755451,44.713974,3,1,0.042361,39.78,-3.067,+4.197,+4.626,-1,0,-16.882,44
germany50,spike_2x,5,1,reactive,22.444313,34.087581,45.451164,3,1,0.046528,33.15,+0.000,+0.000,+0.000,0,0,+0.000,43
germany50,spike_2x,5,1,predictive,21.049089,32.886761,44.713974,3,1,0.045592,38.84,-6.216,-3.523,-1.622,0,0,-2.011,43
germany50,spike_2x,5,1,oracle,21.070712,32.886761,44.713974,3,1,0.048283,38.49,-6.120,-3.523,-1.622,0,0,+3.772,43
germany50,spike_2x,5,2,reactive,22.654000,34.238548,45.451164,3,1,0.047647,32.71,+0.000,+0.000,+0.000,0,0,+0.000,42
germany50,spike_2x,5,2,predictive,21.122991,33.018071,44.713974,3,1,0.042000,38.20,-6.758,-3.565,-1.622,0,0,-11.852,42
germany50,spike_2x,5,2,oracle,21.176425,33.018071,44.713974,3,1,0.048952,38.02,-6.522,-3.565,-1.622,0,0,+2.740,42
germany50,spike_2x,10,0,reactive,20.594783,31.093855,42.736988,3,1,0.079388,32.72,+0.000,+0.000,+0.000,0,0,+0.000,44
germany50,spike_2x,10,0,predictive,20.633706,32.755451,44.713974,3,1,0.053790,38.02,+0.189,+5.344,+4.626,0,0,-32.244,44
germany50,spike_2x,10,0,oracle,20.642678,32.755451,44.713974,3,1,0.054611,37.90,+0.233,+5.344,+4.626,0,0,-31.211,44
germany50,spike_2x,10,1,reactive,21.453189,32.690617,42.736988,3,1,0.075384,33.42,+0.000,+0.000,+0.000,0,0,+0.000,43
germany50,spike_2x,10,1,predictive,20.723550,32.886761,44.713974,3,1,0.056701,39.11,-3.401,+0.600,+4.626,0,0,-24.783,43
germany50,spike_2x,10,1,oracle,20.727064,32.886761,44.713974,3,1,0.058113,38.94,-3.385,+0.600,+4.626,0,0,-22.911,43
germany50,spike_2x,10,2,reactive,21.722643,32.589450,42.736988,3,1,0.075192,35.54,+0.000,+0.000,+0.000,0,0,+0.000,42
germany50,spike_2x,10,2,predictive,20.807458,33.018071,44.713974,3,1,0.069163,41.01,-4.213,+1.315,+4.626,0,0,-8.018,42
germany50,spike_2x,10,2,oracle,20.809437,33.018071,44.713974,3,1,0.062602,40.57,-4.204,+1.315,+4.626,0,0,-16.744,42
germany50,spike_2x,20,0,reactive,20.353310,30.647873,42.736988,3,1,0.138818,33.82,+0.000,+0.000,+0.000,0,0,+0.000,44
germany50,spike_2x,20,0,predictive,20.314938,32.755451,44.539281,3,1,0.070217,39.32,-0.189,+6.877,+4.217,0,0,-49.418,44
germany50,spike_2x,20,0,oracle,20.314938,32.755451,44.539281,3,1,0.070675,39.32,-0.189,+6.877,+4.217,0,0,-49.088,44
germany50,spike_2x,20,1,reactive,21.566203,33.270279,42.736988,3,1,0.134051,34.08,+0.000,+0.000,+0.000,0,0,+0.000,43
germany50,spike_2x,20,1,predictive,20.409546,32.886761,44.713974,3,1,0.073811,39.47,-5.363,-1.153,+4.626,0,0,-44.938,43
germany50,spike_2x,20,1,oracle,20.410109,32.886761,44.543505,3,1,0.069795,39.08,-5.361,-1.153,+4.227,0,0,-47.934,43
germany50,spike_2x,20,2,reactive,22.025657,32.607919,42.736988,4,1,0.134064,34.49,+0.000,+0.000,+0.000,0,0,+0.000,42
germany50,spike_2x,20,2,predictive,20.497199,33.018071,44.713974,3,1,0.074603,40.22,-6.939,+1.258,+4.626,-1,0,-44.352,42
germany50,spike_2x,20,2,oracle,20.488645,33.018071,44.689010,3,1,0.083655,40.02,-6.978,+1.258,+4.568,-1,0,-37.600,42
germany50,spike_2x,40,0,reactive,20.001425,30.647873,42.736988,3,1,0.176489,37.34,+0.000,+0.000,+0.000,0,0,+0.000,44
germany50,spike_2x,40,0,predictive,20.112431,32.501448,44.343803,3,1,0.138503,42.84,+0.555,+6.048,+3.760,0,0,-21.523,44
germany50,spike_2x,40,0,oracle,20.115796,32.485080,44.343803,3,1,0.144586,42.91,+0.572,+5.995,+3.760,0,0,-18.076,44
germany50,spike_2x,40,1,reactive,21.103335,33.893365,42.736988,3,1,0.174262,35.29,+0.000,+0.000,+0.000,0,0,+0.000,43
germany50,spike_2x,40,1,predictive,20.168511,32.735906,44.441390,3,1,0.139539,40.71,-4.430,-3.415,+3.988,0,0,-19.926,43
germany50,spike_2x,40,1,oracle,20.216352,32.640734,44.343803,3,1,0.145053,42.17,-4.203,-3.696,+3.760,0,0,-16.762,43
germany50,spike_2x,40,2,reactive,21.678095,32.896350,42.736988,4,1,0.177141,35.65,+0.000,+0.000,+0.000,0,0,+0.000,42
germany50,spike_2x,40,2,predictive,20.249205,32.461622,44.567960,3,1,0.141041,41.83,-6.591,-1.322,+4.284,-1,0,-20.379,42
germany50,spike_2x,40,2,oracle,20.294083,32.759611,44.343803,3,1,0.148489,41.22,-6.384,-0.416,+3.760,-1,0,-16.175,42
germany50,ramp_up,5,0,reactive,25.437038,32.911415,42.736988,7,1,0.062667,33.42,+0.000,+0.000,+0.000,0,0,+0.000,44
germany50,ramp_up,5,0,predictive,24.253210,32.755451,44.713974,3,1,0.056554,40.18,-4.654,-0.474,+4.626,-4,0,-9.755,44
germany50,ramp_up,5,0,oracle,24.253210,32.755451,44.713974,3,1,0.056554,38.55,-4.654,-0.474,+4.626,-4,0,-9.755,44
germany50,ramp_up,5,1,reactive,26.661128,34.112681,48.165339,3,1,0.058804,33.11,+0.000,+0.000,+0.000,0,0,+0.000,43
germany50,ramp_up,5,1,predictive,24.407800,32.886761,44.713974,3,1,0.059690,38.33,-8.452,-3.594,-7.166,0,0,+1.506,43
germany50,ramp_up,5,1,oracle,24.416828,32.886761,44.713974,3,1,0.055708,37.85,-8.418,-3.594,-7.166,0,0,-5.266,43
germany50,ramp_up,5,2,reactive,26.831358,37.056107,48.165339,3,1,0.060175,33.54,+0.000,+0.000,+0.000,0,0,+0.000,42
germany50,ramp_up,5,2,predictive,24.551129,33.018071,44.713974,3,1,0.057616,39.01,-8.498,-10.897,-7.166,0,0,-4.252,42
