topology,scenario,k,delay,method,mean_mlu,p95_mlu,peak_mlu,overload_0p7,overload_0p9,mean_disturb,mean_decision_ms,delta_mean_pct,delta_p95_pct,delta_peak_pct,delta_overload_0p7,delta_overload_0p9,delta_disturb_pct,n_steps
ebone,ramp_up,10,1,reactive,393.338510,440.872151,444.782133,51,19,0.010001,35.28,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,ramp_up,10,1,predictive,389.599833,439.724230,444.301016,51,19,0.023496,38.65,-0.950,-0.260,-0.108,0,0,+134.930,51
ebone,ramp_up,10,1,oracle,389.164371,439.724230,444.301016,51,19,0.019549,38.71,-1.061,-0.260,-0.108,0,0,+95.461,51
ebone,ramp_up,10,2,reactive,393.380556,443.993036,449.547699,51,19,0.010001,29.66,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,ramp_up,10,2,predictive,389.730706,441.868382,445.919625,51,19,0.022738,31.80,-0.928,-0.479,-0.807,0,0,+127.348,51
ebone,ramp_up,10,2,oracle,389.863667,441.868382,445.919625,51,19,0.020696,31.82,-0.894,-0.479,-0.807,0,0,+106.935,51
ebone,ramp_up,20,0,reactive,388.525190,438.364448,441.632286,51,21,0.046238,33.25,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,ramp_up,20,0,predictive,388.820947,439.377600,441.632286,51,21,0.029306,35.66,+0.076,+0.231,+0.000,0,0,-36.619,51
ebone,ramp_up,20,0,oracle,388.934141,439.724230,444.301016,51,19,0.030342,36.21,+0.105,+0.310,+0.604,0,-2,-34.379,51
ebone,ramp_up,20,1,reactive,392.712895,440.420443,446.541429,51,20,0.046238,33.55,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,ramp_up,20,1,predictive,388.690856,439.724230,444.301016,51,19,0.028584,36.16,-1.024,-0.158,-0.502,0,-1,-38.181,51
ebone,ramp_up,20,1,oracle,388.710113,439.724230,444.301016,51,19,0.026892,36.82,-1.019,-0.158,-0.502,0,-1,-41.840,51
ebone,ramp_up,20,2,reactive,393.769163,442.205973,449.547699,51,20,0.046238,34.42,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,ramp_up,20,2,predictive,388.817355,441.868382,445.919625,51,19,0.026966,36.28,-1.258,-0.076,-0.807,0,-1,-41.680,51
ebone,ramp_up,20,2,oracle,388.746684,440.656783,444.301016,51,19,0.025864,36.42,-1.275,-0.350,-1.167,0,-1,-44.064,51
ebone,ramp_up,40,0,reactive,388.505933,438.364449,441.632286,51,21,0.066989,39.33,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,ramp_up,40,0,predictive,388.505933,438.364449,441.632286,51,21,0.046316,42.33,-0.000,+0.000,-0.000,0,0,-30.861,51
ebone,ramp_up,40,0,oracle,388.505933,438.364449,441.632286,51,21,0.047255,41.70,-0.000,+0.000,-0.000,0,0,-29.458,51
ebone,ramp_up,40,1,reactive,392.833007,443.428320,448.759644,51,19,0.066989,33.21,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,ramp_up,40,1,predictive,388.327374,438.364449,441.632286,51,21,0.049154,33.41,-1.147,-1.142,-1.588,0,2,-26.624,51
ebone,ramp_up,40,1,oracle,388.327374,438.364448,441.632286,51,21,0.049048,35.46,-1.147,-1.142,-1.588,0,2,-26.782,51
ebone,ramp_up,40,2,reactive,394.475193,447.595198,460.841059,51,16,0.066989,37.51,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,ramp_up,40,2,predictive,388.460118,439.289925,441.632286,51,21,0.048183,38.69,-1.525,-1.856,-4.168,0,5,-28.072,51
ebone,ramp_up,40,2,oracle,388.460118,439.289925,441.632286,51,21,0.048348,37.41,-1.525,-1.856,-4.168,0,5,-27.827,51
ebone,flash_crowd,5,0,reactive,369.770282,438.324939,444.301016,51,14,0.008495,27.90,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,flash_crowd,5,0,predictive,371.863889,441.848883,451.096583,51,14,0.008587,30.62,+0.566,+0.804,+1.529,0,0,+1.086,51
ebone,flash_crowd,5,0,oracle,372.253608,445.239824,451.096583,51,14,0.008369,30.07,+0.672,+1.578,+1.529,0,0,-1.483,51
ebone,flash_crowd,5,1,reactive,370.001177,438.324939,444.301016,51,13,0.008495,32.62,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,flash_crowd,5,1,predictive,371.348137,441.848883,460.580236,49,12,0.008842,33.98,+0.364,+0.804,+3.664,-2,-1,+4.092,51
ebone,flash_crowd,5,1,oracle,371.303955,441.848883,460.580236,48,12,0.007735,34.49,+0.352,+0.804,+3.664,-3,-1,-8.937,51
ebone,flash_crowd,5,2,reactive,369.721407,437.016572,444.301016,51,14,0.008495,31.21,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,flash_crowd,5,2,predictive,370.879763,438.324939,461.780412,48,11,0.008879,32.99,+0.313,+0.299,+3.934,-3,-3,+4.525,51
ebone,flash_crowd,5,2,oracle,369.810924,441.668314,447.358180,51,13,0.006820,32.39,+0.024,+1.064,+0.688,0,-1,-19.711,51
ebone,flash_crowd,10,0,reactive,361.327966,436.151015,444.301016,50,14,0.019251,32.99,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,flash_crowd,10,0,predictive,363.384183,438.324939,444.301016,50,14,0.018267,34.42,+0.569,+0.498,+0.000,0,0,-5.109,51
ebone,flash_crowd,10,0,oracle,363.798040,438.324939,444.301016,50,14,0.019883,34.58,+0.684,+0.498,+0.000,0,0,+3.286,51
ebone,flash_crowd,10,1,reactive,363.497592,437.016572,444.301016,51,14,0.019251,30.64,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,flash_crowd,10,1,predictive,362.676541,438.324939,444.301016,50,13,0.018186,32.87,-0.226,+0.299,+0.000,-1,-1,-5.531,51
ebone,flash_crowd,10,1,oracle,363.333133,438.324939,444.301016,51,13,0.019112,34.58,-0.045,+0.299,+0.000,0,-1,-0.720,51
ebone,flash_crowd,10,2,reactive,362.883499,437.016572,444.301016,51,13,0.019251,39.86,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,flash_crowd,10,2,predictive,362.413450,437.016572,444.301016,50,13,0.018061,43.62,-0.130,+0.000,+0.000,-1,0,-6.180,51
ebone,flash_crowd,10,2,oracle,363.075056,437.016572,444.301016,50,13,0.019916,46.00,+0.053,+0.000,+0.000,-1,0,+3.455,51
ebone,flash_crowd,20,0,reactive,360.640156,433.954533,438.528141,51,15,0.040896,38.01,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,flash_crowd,20,0,predictive,361.504491,437.016572,439.396750,51,14,0.022925,43.22,+0.240,+0.706,+0.198,0,-1,-43.944,51
ebone,flash_crowd,20,0,oracle,361.617684,437.016572,444.301016,50,14,0.023526,43.47,+0.271,+0.706,+1.316,-1,-1,-42.472,51
ebone,flash_crowd,20,1,reactive,363.016861,435.658624,439.952161,51,14,0.040896,34.99,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,flash_crowd,20,1,predictive,360.868147,438.324939,444.301016,50,13,0.024989,35.57,-0.592,+0.612,+0.988,-1,-1,-38.896,51
ebone,flash_crowd,20,1,oracle,360.621469,438.324939,444.301016,50,13,0.020300,36.75,-0.660,+0.612,+0.988,-1,-1,-50.361,51
ebone,flash_crowd,20,2,reactive,362.764584,436.042113,441.398994,51,14,0.040896,43.02,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,flash_crowd,20,2,predictive,360.243106,437.016572,444.301016,50,13,0.023560,43.95,-0.695,+0.223,+0.657,-1,-1,-42.389,51
ebone,flash_crowd,20,2,oracle,359.893475,437.016572,444.301016,50,12,0.023493,45.85,-0.791,+0.223,+0.657,-1,-2,-42.554,51
ebone,flash_crowd,40,0,reactive,360.620899,433.954533,438.528142,51,15,0.062925,39.80,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,flash_crowd,40,0,predictive,360.620899,433.954533,438.528142,51,15,0.039255,42.90,-0.000,+0.000,+0.000,0,0,-37.617,51
ebone,flash_crowd,40,0,oracle,360.620899,433.954533,438.528142,51,15,0.037630,42.44,-0.000,-0.000,+0.000,0,0,-40.199,51
ebone,flash_crowd,40,1,reactive,363.318759,438.058937,442.037064,51,13,0.062925,35.04,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,flash_crowd,40,1,predictive,359.683443,433.954533,438.528142,51,14,0.039001,38.06,-1.001,-0.937,-0.794,0,1,-38.020,51
ebone,flash_crowd,40,1,oracle,359.683443,433.954533,438.528141,51,14,0.039013,37.83,-1.001,-0.937,-0.794,0,1,-38.001,51
ebone,flash_crowd,40,2,reactive,362.843151,438.646176,443.573757,51,14,0.062925,34.21,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,flash_crowd,40,2,predictive,358.927411,432.236394,438.528141,51,14,0.039941,35.60,-1.079,-1.461,-1.137,0,0,-36.526,51
ebone,flash_crowd,40,2,oracle,358.927411,432.236394,438.528141,51,14,0.041382,35.41,-1.079,-1.461,-1.137,0,0,-34.236,51
geant,normal,5,0,reactive,0.153970,0.192194,0.198120,0,0,0.028180,34.83,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,normal,5,0,predictive,0.152393,0.186610,0.189866,0,0,0.020539,38.86,-1.024,-2.905,-4.166,0,0,-27.114,51
geant,normal,5,0,oracle,0.152393,0.186610,0.189866,0,0,0.019836,38.22,-1.024,-2.905,-4.166,0,0,-29.608,51
geant,normal,5,1,reactive,0.158378,0.196231,0.205930,0,0,0.028180,39.81,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,normal,5,1,predictive,0.153294,0.187374,0.189866,0,0,0.019322,41.88,-3.210,-4.513,-7.801,0,0,-31.432,51
geant,normal,5,1,oracle,0.153294,0.187374,0.189866,0,0,0.018171,42.07,-3.210,-4.513,-7.801,0,0,-35.519,51
geant,normal,5,2,reactive,0.160684,0.198030,0.209444,0,0,0.028180,32.18,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,normal,5,2,predictive,0.154284,0.187393,0.189866,0,0,0.021598,35.30,-3.984,-5.372,-9.348,0,0,-23.356,51
geant,normal,5,2,oracle,0.154284,0.187393,0.189866,0,0,0.022235,34.76,-3.984,-5.372,-9.348,0,0,-21.095,51
geant,normal,10,0,reactive,0.152315,0.184729,0.189866,0,0,0.072133,34.37,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,normal,10,0,predictive,0.151328,0.184328,0.189318,0,0,0.045108,36.76,-0.648,-0.217,-0.289,0,0,-37.465,51
geant,normal,10,0,oracle,0.151328,0.184328,0.189318,0,0,0.048174,37.29,-0.648,-0.217,-0.289,0,0,-33.216,51
geant,normal,10,1,reactive,0.157287,0.191588,0.198361,0,0,0.072133,40.23,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,normal,10,1,predictive,0.152321,0.185064,0.187944,0,0,0.042735,39.41,-3.158,-3.405,-5.251,0,0,-40.756,51
geant,normal,10,1,oracle,0.152302,0.185064,0.187944,0,0,0.045555,40.36,-3.170,-3.405,-5.251,0,0,-36.845,51
geant,normal,10,2,reactive,0.159207,0.194253,0.203917,0,0,0.072133,34.39,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,normal,10,2,predictive,0.153334,0.186053,0.187944,0,0,0.039783,34.64,-3.689,-4.221,-7.833,0,0,-44.847,51
geant,normal,10,2,oracle,0.153323,0.185289,0.187944,0,0,0.046247,35.18,-3.696,-4.615,-7.833,0,0,-35.886,51
geant,normal,20,0,reactive,0.152214,0.184729,0.189866,0,0,0.133094,43.70,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,normal,20,0,predictive,0.149644,0.182387,0.187944,0,0,0.061148,45.57,-1.688,-1.267,-1.012,0,0,-54.057,51
geant,normal,20,0,oracle,0.149644,0.182387,0.187944,0,0,0.055458,54.71,-1.688,-1.267,-1.012,0,0,-58.331,51
geant,normal,20,1,reactive,0.157366,0.192657,0.202919,0,0,0.133094,39.35,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,normal,20,1,predictive,0.150550,0.183922,0.187944,0,0,0.056660,43.53,-4.332,-4.534,-7.380,0,0,-57.428,51
geant,normal,20,1,oracle,0.150545,0.183922,0.187944,0,0,0.060932,41.97,-4.335,-4.534,-7.380,0,0,-54.219,51
geant,normal,20,2,reactive,0.159524,0.193752,0.203531,0,0,0.133094,47.74,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,normal,20,2,predictive,0.151523,0.183922,0.187944,0,0,0.056109,46.85,-5.016,-5.073,-7.658,0,0,-57.843,51
geant,normal,20,2,oracle,0.151510,0.183922,0.187944,0,0,0.065401,44.96,-5.024,-5.073,-7.658,0,0,-50.861,51
geant,normal,40,0,reactive,0.149613,0.180243,0.185302,0,0,0.186407,38.74,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,normal,40,0,predictive,0.148748,0.181911,0.186278,0,0,0.103759,39.76,-0.578,+0.925,+0.527,0,0,-44.338,51
geant,normal,40,0,oracle,0.148748,0.181911,0.186278,0,0,0.104917,40.34,-0.578,+0.925,+0.527,0,0,-43.716,51
geant,normal,40,1,reactive,0.153786,0.187617,0.191078,0,0,0.186407,40.99,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,normal,40,1,predictive,0.149642,0.183032,0.186278,0,0,0.092678,42.49,-2.695,-2.444,-2.512,0,0,-50.282,51
geant,normal,40,1,oracle,0.149626,0.183032,0.186278,0,0,0.098629,43.23,-2.705,-2.444,-2.512,0,0,-47.089,51
geant,normal,40,2,reactive,0.156073,0.191988,0.197163,0,0,0.186407,31.12,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,normal,40,2,predictive,0.150595,0.183310,0.186978,0,0,0.094856,32.66,-3.510,-4.520,-5.166,0,0,-49.114,51
geant,normal,40,2,oracle,0.150592,0.183310,0.186978,0,0,0.098364,32.89,-3.512,-4.520,-5.166,0,0,-47.232,51
geant,spike_2x,5,0,reactive,0.170129,0.233753,0.236067,0,0,0.030479,33.15,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,spike_2x,5,0,predictive,0.168552,0.233753,0.236067,0,0,0.030685,35.61,-0.927,-0.000,-0.000,0,0,+0.677,51
geant,spike_2x,5,0,oracle,0.168552,0.233753,0.236067,0,0,0.023855,35.38,-0.927,-0.000,-0.000,0,0,-21.733,51
geant,spike_2x,5,1,reactive,0.175361,0.236190,0.242637,0,0,0.030479,37.72,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,spike_2x,5,1,predictive,0.169453,0.233753,0.236067,0,0,0.025582,42.69,-3.369,-1.031,-2.708,0,0,-16.067,51
geant,spike_2x,5,1,oracle,0.169453,0.233753,0.236067,0,0,0.019421,42.39,-3.369,-1.031,-2.708,0,0,-36.280,51
geant,spike_2x,5,2,reactive,0.178339,0.239400,0.243631,0,0,0.030479,27.80,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,spike_2x,5,2,predictive,0.170442,0.233753,0.236067,0,0,0.027754,29.37,-4.428,-2.359,-3.105,0,0,-8.941,51
geant,spike_2x,5,2,oracle,0.170442,0.233753,0.236067,0,0,0.022982,29.90,-4.428,-2.359,-3.105,0,0,-24.595,51
geant,spike_2x,10,0,reactive,0.168474,0.233753,0.236067,0,0,0.072062,34.32,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,spike_2x,10,0,predictive,0.167487,0.233753,0.236067,0,0,0.047064,37.75,-0.586,-0.000,-0.000,0,0,-34.689,51
geant,spike_2x,10,0,oracle,0.167487,0.233753,0.236067,0,0,0.050054,38.06,-0.586,-0.000,-0.000,0,0,-30.540,51
geant,spike_2x,10,1,reactive,0.174344,0.237427,0.245535,0,0,0.072062,37.57,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,spike_2x,10,1,predictive,0.168479,0.233753,0.236067,0,0,0.046019,54.33,-3.364,-1.547,-3.856,0,0,-36.139,51
geant,spike_2x,10,1,oracle,0.168460,0.233753,0.236067,0,0,0.049450,40.03,-3.375,-1.547,-3.856,0,0,-31.379,51
geant,spike_2x,10,2,reactive,0.176649,0.241429,0.245034,0,0,0.072062,41.39,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,spike_2x,10,2,predictive,0.169492,0.233753,0.236067,0,0,0.048855,43.02,-4.051,-3.179,-3.659,0,0,-32.204,51
geant,spike_2x,10,2,oracle,0.169482,0.233753,0.236067,0,0,0.044235,43.70,-4.057,-3.179,-3.659,0,0,-38.616,51
geant,spike_2x,20,0,reactive,0.168373,0.233753,0.236067,0,0,0.133494,41.06,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,spike_2x,20,0,predictive,0.165803,0.232164,0.234984,0,0,0.062800,44.80,-1.526,-0.680,-0.459,0,0,-52.957,51
geant,spike_2x,20,0,oracle,0.165803,0.232164,0.234984,0,0,0.056984,43.48,-1.526,-0.680,-0.459,0,0,-57.313,51
geant,spike_2x,20,1,reactive,0.174085,0.239041,0.249547,0,0,0.133494,35.13,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,spike_2x,20,1,predictive,0.166708,0.232288,0.234984,0,0,0.059068,37.82,-4.238,-2.825,-5.836,0,0,-55.753,51
geant,spike_2x,20,1,oracle,0.166704,0.232288,0.234984,0,0,0.062484,38.23,-4.240,-2.825,-5.836,0,0,-53.193,51
geant,spike_2x,20,2,reactive,0.176406,0.243545,0.251048,0,0,0.133494,33.75,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,spike_2x,20,2,predictive,0.167682,0.232288,0.234984,0,0,0.054427,36.65,-4.945,-4.622,-6.399,0,0,-59.229,51
geant,spike_2x,20,2,oracle,0.167669,0.232288,0.234984,0,0,0.062499,36.64,-4.953,-4.622,-6.399,0,0,-53.182,51
geant,spike_2x,40,0,reactive,0.165771,0.232119,0.234984,0,0,0.186375,30.54,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,spike_2x,40,0,predictive,0.164907,0.230801,0.233447,0,0,0.110944,32.34,-0.521,-0.568,-0.654,0,0,-40.473,51
geant,spike_2x,40,0,oracle,0.164907,0.230801,0.233447,0,0,0.108765,32.60,-0.521,-0.568,-0.654,0,0,-41.642,51
geant,spike_2x,40,1,reactive,0.170478,0.235132,0.244427,0,0,0.186375,34.58,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,spike_2x,40,1,predictive,0.165800,0.230753,0.233590,0,0,0.097226,36.18,-2.744,-1.862,-4.434,0,0,-47.833,51
geant,spike_2x,40,1,oracle,0.165785,0.230658,0.233806,0,0,0.098891,37.76,-2.753,-1.903,-4.345,0,0,-46.940,51
geant,spike_2x,40,2,reactive,0.173180,0.237985,0.255538,0,0,0.186375,32.75,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,spike_2x,40,2,predictive,0.166754,0.230645,0.233663,0,0,0.096805,34.78,-3.711,-3.084,-8.560,0,0,-48.059,51
geant,spike_2x,40,2,oracle,0.166751,0.230742,0.233447,0,0,0.107786,34.78,-3.712,-3.043,-8.645,0,0,-42.167,51
geant,ramp_up,5,0,reactive,0.236154,0.316188,0.325302,0,0,0.049997,37.03,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,ramp_up,5,0,predictive,0.236154,0.316188,0.325302,0,0,0.032295,37.27,-0.000,-0.000,-0.000,0,0,-35.408,51
geant,ramp_up,5,0,oracle,0.236154,0.316188,0.325302,0,0,0.029799,37.86,-0.000,-0.000,-0.000,0,0,-40.399,51
geant,ramp_up,5,1,reactive,0.244982,0.325940,0.332269,0,0,0.049997,27.46,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,ramp_up,5,1,predictive,0.239743,0.320172,0.325302,0,0,0.028861,29.45,-2.138,-1.770,-2.097,0,0,-42.276,51
geant,ramp_up,5,1,oracle,0.239743,0.320172,0.325302,0,0,0.026157,29.07,-2.138,-1.770,-2.097,0,0,-47.684,51
geant,ramp_up,5,2,reactive,0.249946,0.326040,0.336268,0,0,0.049997,33.26,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,ramp_up,5,2,predictive,0.243378,0.322834,0.325302,0,0,0.026880,35.33,-2.628,-0.984,-3.261,0,0,-46.237,51
geant,ramp_up,5,2,oracle,0.243378,0.322834,0.325302,0,0,0.029371,35.16,-2.628,-0.984,-3.261,0,0,-41.255,51
geant,ramp_up,10,0,reactive,0.236154,0.316188,0.325302,0,0,0.059606,39.66,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,ramp_up,10,0,predictive,0.235032,0.314701,0.324137,0,0,0.052200,44.61,-0.475,-0.470,-0.358,0,0,-12.426,51
geant,ramp_up,10,0,oracle,0.235089,0.314701,0.324137,0,0,0.051398,41.46,-0.451,-0.470,-0.358,0,0,-13.772,51
geant,ramp_up,10,1,reactive,0.244042,0.328476,0.333569,0,0,0.059606,37.63,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,ramp_up,10,1,predictive,0.238684,0.318038,0.323921,0,0,0.052149,42.03,-2.195,-3.178,-2.892,0,0,-12.511,51
geant,ramp_up,10,1,oracle,0.238751,0.318038,0.323921,0,0,0.050152,44.77,-2.168,-3.178,-2.892,0,0,-15.862,51
geant,ramp_up,10,2,reactive,0.249093,0.328808,0.339604,0,0,0.059606,35.35,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,ramp_up,10,2,predictive,0.242328,0.320192,0.323921,0,0,0.048928,37.67,-2.716,-2.620,-4.618,0,0,-17.914,51
geant,ramp_up,10,2,oracle,0.242418,0.318974,0.323921,0,0,0.047155,36.70,-2.680,-2.991,-4.618,0,0,-20.889,51
geant,ramp_up,20,0,reactive,0.236053,0.316188,0.325302,0,0,0.139633,41.06,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,ramp_up,20,0,predictive,0.233294,0.311518,0.320121,0,0,0.059938,41.39,-1.169,-1.477,-1.593,0,0,-57.074,51
geant,ramp_up,20,0,oracle,0.233294,0.311518,0.320121,0,0,0.059803,43.39,-1.169,-1.477,-1.593,0,0,-57.171,51
geant,ramp_up,20,1,reactive,0.244088,0.323500,0.333033,0,0,0.139633,37.82,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,ramp_up,20,1,predictive,0.236881,0.315713,0.320262,0,0,0.060451,39.36,-2.953,-2.407,-3.835,0,0,-56.708,51
geant,ramp_up,20,1,oracle,0.236878,0.315713,0.320262,0,0,0.066520,39.54,-2.954,-2.407,-3.835,0,0,-52.361,51
geant,ramp_up,20,2,reactive,0.249353,0.327070,0.336268,0,0,0.139633,39.76,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,ramp_up,20,2,predictive,0.240491,0.318974,0.320262,0,0,0.050057,43.91,-3.554,-2.476,-4.760,0,0,-64.151,51
geant,ramp_up,20,2,oracle,0.240487,0.318974,0.320262,0,0,0.067332,40.38,-3.556,-2.476,-4.760,0,0,-51.779,51
geant,ramp_up,40,0,reactive,0.233452,0.311518,0.320262,0,0,0.188983,40.91,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,ramp_up,40,0,predictive,0.232429,0.310870,0.319350,0,0,0.095353,46.94,-0.438,-0.208,-0.285,0,0,-49.544,51
geant,ramp_up,40,0,oracle,0.232455,0.310870,0.319350,0,0,0.097511,46.63,-0.427,-0.208,-0.285,0,0,-48.402,51
geant,ramp_up,40,1,reactive,0.241165,0.322449,0.326975,0,0,0.188983,41.84,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,ramp_up,40,1,predictive,0.236006,0.315311,0.319350,0,0,0.101187,43.51,-2.139,-2.214,-2.332,0,0,-46.457,51
geant,ramp_up,40,1,oracle,0.236011,0.315311,0.319350,0,0,0.104813,45.94,-2.137,-2.214,-2.332,0,0,-44.538,51
geant,ramp_up,40,2,reactive,0.246248,0.326533,0.334115,0,0,0.188983,43.72,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,ramp_up,40,2,predictive,0.239590,0.318023,0.319615,0,0,0.105061,48.18,-2.704,-2.606,-4.340,0,0,-44.407,51
geant,ramp_up,40,2,oracle,0.239609,0.318023,0.319615,0,0,0.098534,47.93,-2.696,-2.606,-4.340,0,0,-47.861,51
geant,flash_crowd,5,0,reactive,0.153970,0.192194,0.198120,0,0,0.033314,47.62,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,flash_crowd,5,0,predictive,0.152393,0.186610,0.189866,0,0,0.019032,50.54,-1.024,-2.905,-4.166,0,0,-42.870,51
geant,flash_crowd,5,0,oracle,0.152393,0.186610,0.189866,0,0,0.019725,46.87,-1.024,-2.905,-4.166,0,0,-40.792,51
geant,flash_crowd,5,1,reactive,0.158402,0.196231,0.205930,0,0,0.033314,42.95,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,flash_crowd,5,1,predictive,0.153294,0.187374,0.189866,0,0,0.020707,46.00,-3.225,-4.513,-7.801,0,0,-37.842,51
geant,flash_crowd,5,1,oracle,0.153294,0.187374,0.189866,0,0,0.021095,45.20,-3.225,-4.513,-7.801,0,0,-36.680,51
geant,flash_crowd,5,2,reactive,0.160701,0.198030,0.209444,0,0,0.033314,41.27,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,flash_crowd,5,2,predictive,0.154284,0.187393,0.189866,0,0,0.022984,42.26,-3.993,-5.372,-9.348,0,0,-31.008,51
geant,flash_crowd,5,2,oracle,0.154284,0.187393,0.189866,0,0,0.025002,45.50,-3.993,-5.372,-9.348,0,0,-24.950,51
geant,flash_crowd,10,0,reactive,0.152315,0.184729,0.189866,0,0,0.077291,42.41,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,flash_crowd,10,0,predictive,0.151328,0.184328,0.189318,0,0,0.044887,43.81,-0.648,-0.217,-0.289,0,0,-41.924,51
geant,flash_crowd,10,0,oracle,0.151328,0.184328,0.189318,0,0,0.047909,42.56,-0.648,-0.217,-0.289,0,0,-38.016,51
geant,flash_crowd,10,1,reactive,0.157262,0.191588,0.198361,0,0,0.077291,46.90,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,flash_crowd,10,1,predictive,0.152321,0.185064,0.187944,0,0,0.042530,51.60,-3.142,-3.405,-5.251,0,0,-44.975,51
geant,flash_crowd,10,1,oracle,0.152302,0.185064,0.187944,0,0,0.045179,49.47,-3.154,-3.405,-5.251,0,0,-41.547,51
geant,flash_crowd,10,2,reactive,0.159169,0.194253,0.203917,0,0,0.077291,36.87,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,flash_crowd,10,2,predictive,0.153334,0.186053,0.187944,0,0,0.039182,39.07,-3.666,-4.221,-7.833,0,0,-49.306,51
geant,flash_crowd,10,2,oracle,0.153323,0.185289,0.187944,0,0,0.044831,41.72,-3.673,-4.615,-7.833,0,0,-41.997,51
geant,flash_crowd,20,0,reactive,0.152214,0.184729,0.189866,0,0,0.127546,41.90,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,flash_crowd,20,0,predictive,0.149644,0.182387,0.187944,0,0,0.065449,44.47,-1.688,-1.267,-1.012,0,0,-48.686,51
geant,flash_crowd,20,0,oracle,0.149644,0.182387,0.187944,0,0,0.059760,45.03,-1.688,-1.267,-1.012,0,0,-53.147,51
geant,flash_crowd,20,1,reactive,0.157409,0.192657,0.202919,0,0,0.127546,37.87,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,flash_crowd,20,1,predictive,0.150550,0.183922,0.187944,0,0,0.062754,41.38,-4.358,-4.534,-7.380,0,0,-50.799,51
geant,flash_crowd,20,1,oracle,0.150545,0.183922,0.187944,0,0,0.063327,41.12,-4.361,-4.534,-7.380,0,0,-50.350,51
geant,flash_crowd,20,2,reactive,0.159519,0.193752,0.203531,0,0,0.127546,39.06,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,flash_crowd,20,2,predictive,0.151523,0.183922,0.187944,0,0,0.059092,42.19,-5.012,-5.073,-7.658,0,0,-53.670,51
